"Name","Gender"
"hayed","Female"
"hayfa","Female"
"hayrah","Female"
"haytham","Male"
"hayud","Female"
"hayyam","Male"
"hayyan","Male"
"hazar","Female"
"hazem","Male"
"hazim","Male"
"hazimah","Female"
"haziq","Male"
"haziqah","Female"
"hazirah","Female"
"heba","Female"
"heela","Female"
"hena","Female"
"henna","Female"
"hesam","Male"
"hesham","Male"
"hessa","Female"
"heyam","Female"
"hiba","Female"
"hibah","Female"
"hibatallah","Female"
"hibatullah","Female"
"hibba","Female"
"hibbaan","Male"
"hibbah","Female"
"hidayah","Female"
"hidayat","Male"
"hidiyah","Female"
"hifza","Female"
"hijab","Female"
"hijrah","Female"
"hikmah","Female"
"hikmat","Female"
"hilal","Male"
"hilel","Male"
"hilmi","Male"
"hilwana","Female"
"himayat","Male"
"hind","Female"
"hindah","Female"
"hira","Female"
"hirah","Female"
"hisham","Male"
"hissan","Male"
"hiyam","Female"
"hmoud","Male"
"hmza","Male"
"hoda","Female"
"hodan","Female"
"homoud","Male"
"hooda","Female"
"hooman","Male"
"hoor","Female"
"hooria","Female"
"hooriya","Female"
"hooriyah","Female"
"horia","Female"
"hosaam","Male"
"hothayfa","Male"
"houd","Male"
"houda","Male"
"hsain","Male"
"hubaab","Male"
"hubab","Female"
"hubayshah","Female"
"hubba","Female"
"hud","Male"
"huda","Female"
"hudad","Male"
"hudhafah","Male"
"hudhaifah","Male"
"hudhayfah","Male"
"hudun","Female"
"hujaymah","Female"
"hujayrah","Female"
"hujayyah","Male"
"hujjat","Male"
"hukaymah","Female"
"hulyah","Female"
"huma","Female"
"humaid","Male"
"humair","Male"
"humaira","Female"
"humairah","Female"
"humam","Male"
"humaydah","Female"
"humayl","Male"
"humayrah","Female"
"humayun","Male"
"humd","Male"
"humera","Female"
"humoud","Male"
"humra","Female"
"humza","Male"
"hunaidah","Female"
"hunaydah","Female"
"hur","Female"
"hurairah","Male"
"hurayth","Male"
"huriyah","Female"
"huriyyah","Female"
"hurmat","Male"
"hurrah","Male"
"hurya","Female"
"husa","Female"
"husain","Male"
"husam","Male"
"husamaldin","Male"
"husayn","Male"
"husn","Female"
"husna","Female"
"husni","Male"
"husniya","Female"
"husniyah","Female"
"hussa","Female"
"hussain","Male"
"hussein","Male"
"huthayfa","Male"
"hutun","Female"
"huwaidah","Female"
"huwaydah","Female"
"huzaifah","Male"
"huzayfah","Male"
"huzayl","Male"
"iba","Female"
"ibaad","Male"
"ibadah","Female"
"ibn","Male"
"ibrahim","Male"
"ibthaj","Female"
"ibtihaaj","Female"
"ibtihaj","Female"
"ibtihal","Female"
"ibtisam","Female"
"id","Male"
"idhar","Female"
"idris","Male"
"iffah","Female"
"iffat","Female"
"ifra","Female"
"iftikar","Female"
"iftikhar","Female"
"iftin","Female"
"ifza","Female"
"ihab","Male"
"ihsan","Male"
"ihtesham","Male"
"ihtiram","Male"
"ihtisham","Male"
"ihtsham","Male"
"ijabo","Female"
"ijaz","Unknown"
"ijlal","Female"
"ijli","Male"
"ikhlas","Female"
"ikraam","Female"
"ikram","Female"
"ikramiya","Female"
"ikrimah","Male"
"ilaaf","Female"
"ilan","Male"
"ilhaam","Female"
"ilham","Female"
"ilhan","Female"
"ilias","Male"
"ilifat","Male"
"ilm","Female"
"ilmeeyat","Female"
"ilyas","Male"
"imaad","Male"
"imaan","Male"
"imad","Male"
"imadaldin","Male"
"imam","Male"
"iman","Female"
"imani","Female"
"imran","Male"
"imsaal","Female"
"imthithal","Female"
"imtiaz","Male"
"imtihal","Female"
"imtithal","Female"
"imtiyaz","Male"
"inaam","Unknown"
"inaaya","Female"
"inam","Unknown"
"inan","Female"
"inas","Female"
"inaya","Female"
"inayah","Female"
"inayat","Unknown"
"inga","Female"
"iniat","Male"
"insaf","Unknown"
"insha","Female"
"intaj","Male"
"intessar","Female"
"intikhab","Male"
"intisaar","Female"
"intisar","Female"
"intizar","Male"
"iqbal","Male"
"iqra","Female"
"iqraam","Male"
"iqrit","Male"
"iqtidar","Male"
"iraj","Female"
"iram","Female"
"irem","Female"
"irfan","Male"
"irsa","Female"
"irum","Female"
"isa","Male"
"isad","Female"
"isaf","Female"
"isam","Male"
"isar","Female"
"isbah","Female"
"isha","Female"
"ishaal","Female"
"ishaq","Male"
"ishfaq","Female"
"ishraq","Female"
"ishrat","Male"
"ishtiyaq","Male"
"isir","Female"
"iskandar","Male"
"islam","Male"
"isma","Female"
"ismah","Female"
"ismail","Male"
"ismat","Female"
"isra","Female"
"israr","Male"
"issam","Male"
"issar","Male"
"istabraq","Female"
"istakhri","Male"
"istilah","Female"
"itab","Female"
"itaf","Female"
"ithaar","Male"
"ithar","Female"
"itidal","Female"
"itimad","Unknown"
"iyaad","Male"
"iyaas","Male"
"iyad","Male"
"iyas","Male"
"izaan","Male"
"izdihaar","Female"
"izdihar","Female"
"izma","Female"
"izyan","Male"
"izz","Male"
"izzah","Female"
"izzah(izzat)","Female"
"izzaldin","Male"
"izzannisa","Female"
"izzat","Male"
"jaan","Male"
"jabalah","Unknown"
"jabbar","Male"
"jabeen","Female"
"jaber","Male"
"jabir","Male"
"jabirah","Female"
"jabr","Male"
"jabrayah","Female"
"jad","Male"
"jada","Female"
"jadallah","Male"
"jadwa","Female"
"jafar","Male"
"jaffer","Male"
"jahaan","Female"
"jahan","Female"
"jahanaara","Female"
"jahanara","Female"
"jahangir","Male"
"jahankhatoon","Female"
"jahanzeb","Male"
"jahdamah","Female"
"jahdami","Male"
"jahdari","Male"
"jahida","Female"
"jahiz","Male"
"jahm","Male"
"jahmyyllah","Female"
"jaiyana","Female"
"jal","Male"
"jala","Female"
"jalal","Male"
"jalalaldin","Male"
"jaleel","Male"
"jalees","Male"
"jalil","Male"
"jalilah","Female"
"jamal","Male"
"jamalaldin","Male"
"jameel","Male"
"jameela","Female"
"jameelah","Female"
"jameena","Female"
"jamesha","Male"
"jamia","Female"
"jamil","Male"
"jamila","Female"
"jamilah","Female"
"jammana","Female"
"jan","Male"
"jana","Female"
"janaan","Female"
"janan","Female"
"jannah","Female"
"jannat","Female"
"jaraah","Male"
"jareer","Male"
"jari","Male"
"jarir","Male"
"jariyah","Male"
"jarood","Male"
"jarrar","Male"
"jaseena","Female"
"jasem","Male"
"jasim","Male"
"jasmin","Female"
"jasmina","Female"
"jasmir","Male"
"jasrah","Female"
"jassem","Male"
"jassim","Male"
"jauhar","Male"
"jaul","Male"
"jaun","Male"
"javairea","Female"
"javed","Male"
"javeed","Male"
"javier","Male"
"jawa","Female"
"jawad","Male"
"jawahir","Female"
"jawdah","Male"
"jawdan","Male"
"jawhar","Male"
"jawharah","Female"
"jawl","Female"
"jawna","Female"
"jaza","Female"
"jazeera","Female"
"jazib","Male"
"jazira","Female"
"jaziya","Female"
"jazlaan","Male"
"jeelan","Male"
"jehaan","Female"
"jehan","Female"
"jemimah","Female"
"jenna","Female"
"jennah","Female"
"jessenia","Female"
"jian","Female"
"jibran","Male"
"jibril","Male"
"jihad","Male"
"jihan","Female"
"jilan","Female"
"jinan","Female"
"jiyad","Male"
"johara","Female"
"jsoom","Male"
"juayl","Male"
"jubair","Male"
"jubayr","Male"
"jud","Female"
"judamah","Female"
"judi","Female"
"juhainah","Female"
"juhanah","Female"
"juhaym","Male"
"juhaynah","Female"
"jul","Male"
"juma","Male"
"jumaana","Female"
"jumah","Male"
"juman","Female"
"jumanah","Female"
"jumaymah","Female"
"jumaynah","Female"
"jummal","Male"
"jumuah","Male"
"jun","Female"
"junah","Female"
"junaid","Male"
"junainah","Female"
"junayd","Male"
"jundub","Male"
"junnut","Female"
"juthamah","Male"
"juwain","Male"
"juwairiyah","Female"
"juwan","Female"
"juwariyah","Female"
"juwayn","Male"
"juwayriyah","Female"
"kaamil","Male"
"kaashif","Male"
"kabeer","Male"
"kabir","Male"
"kabirah","Female"
"kadar","Male"
"kadeen","Male"
"kadeer","Male"
"kadin","Male"
"kadir","Male"
"kadshah","Female"
"kafeel","Male"
"kaheesha","Female"
"kahil","Male"
"kainat","Female"
"kaiser","Male"
"kajji","Male"
"kalbi","Male"
"kaleem","Male"
"kaleema","Male"
"kaleemah","Female"
"kali","Female"
"kalil","Male"
"kalila","Female"
"kalima","Female"
"kaliq","Male"
"kalsoom","Female"
"kaltham","Female"
"kamal","Male"
"kamaliyah","Female"
"kameel","Male"
"kamil","Male"
"kamilah","Female"
"kamran","Male"
"kaneez","Female"
"kanval","Female"
"kanwal","Female"
"kanz","Female"
"kanza","Female"
"kanzah","Female"
"karam","Male"
"karawan","Female"
"kardal","Male"
"kardawiyah","Female"
"kareef","Male"
"kareem","Male"
"kareema","Female"
"karida","Female"
"karif","Male"
"karim","Male"
"karima","Female"
"karimah","Female"
"kas","Female"
"kasam","Male"
"kaseeb","Male"
"kaseem","Male"
"kashan","Male"
"kashif","Male"
"kashifah","Female"
"kashish","Female"
"kasib","Male"
"kasim","Male"
"kateb","Male"
"kathirah","Female"
"katib","Male"
"kaukab","Female"
"kausar","Female"
"kawakib","Female"
"kawkab","Unknown"
"kawthar","Female"
"kayan","Female"
"kaysah","Female"
"kaysan","Male"
"kazi","Male"
"kazim","Male"
"kedar","Male"
"kehara","Female"
"kehkashan","Female"
"keyaan","Male"
"khadeeja","Female"
"khadija","Female"
"khadijah","Female"
"khadim","Male"
"khadra","Female"
"khafid","Male"
"khairah","Female"
"khairaldin","Male"
"khairi","Male"
"khairiya","Female"
"khairy","Male"
"khalaf","Male"
"khalam","Male"
"khaldoon","Male"
"khaldun","Male"
"khaled","Male"
"khaleed","Male"
"khaleel","Male"
"khaleeq","Male"
"khalid","Male"
"khalida","Female"
"khalidah","Female"
"khalifah","Male"
"khalil","Male"
"khalilah","Female"
"khalilalallah","Male"
"khalis","Male"
"khalisah","Female"
"khallad","Male"
"khansa","Female"
"kharijah","Male"
"kharqa","Female"
"khasib","Male"
"khateeb","Male"
"khatera","Female"
"khatib","Male"
"khatira","Female"
"khatoon","Female"
"khawar","Male"
"khawlah","Female"
"khayaam","Male"
"khayr","Male"
"khayrah","Female"
"khayri","Male"
"khayriyah","Female"
"khayriyyah","Female"
"khayyat","Male"
"khazanah","Female"
"khazin","Male"
"khidash","Male"
"khidr","Male"
"khidrah","Female"
"khirash","Male"
"khitam","Female"
"khoury","Male"
"khubaib","Male"
"khubayb","Male"
"khudrah","Female"
"khulaybah","Female"
"khulayd","Male"
"khulood","Female"
"khulud","Female"
"khulus","Male"
"khunays","Male"
"khuram","Male"
"khuraymah","Male"
"khurram","Male"
"khursheed","Male"
"khurshid","Male"
"khusbakht","Female"
"khushbakht","Male"
"khushtar","Male"
"khuwaylah","Female"
"khuzaimah","Male"
"khuzama","Female"
"khuzamah","Female"
"khuzaymah","Male"
"kifah","Female"
"kifayat","Male"
"kinza","Male"
"kishwar","Male"
"kiswar","Female"
"koila","Female"
"komal","Female"
"komila","Female"
"kuaybah","Female"
"kuhaylah","Female"
"kulthoom","Female"
"kulthum","Female"
"kulus","Female"
"kunza","Female"
"kuratulain","Female"
"kurayb","Male"
"kutaiba","Male"
"kuwaysah","Female"
"kwairah","Female"
"kyda","Female"
"laaibah","Female"
"laaiqah","Female"
"labeeb","Male"
"labeebah","Female"
"labib","Male"
"labibah","Female"
"lablab","Male"
"lahiah","Male"
"laiba","Female"
"laila","Female"
"laiq","Male"
"laiqa","Female"
"laith","Male"
"lajlaj","Male"
"lama","Female"
"lamah","Female"
"lamees","Female"
"lamiah","Female"
"lamis","Female"
"lamisa","Female"
"lamisah","Female"
"lamiya","Female"
"lamya","Female"
"lana","Female"
"lanika","Female"
"laqeet","Male"
"laraib","Female"
"lashirah","Female"
"lateef","Male"
"lateefa","Female"
"latif","Male"
"latifa","Female"
"latifah","Female"
"layali","Female"
"layan","Female"
"layla","Female"
"layth","Male"
"layyah","Female"
"lazim","Female"
"leem","Female"
"leen","Female"
"leena","Female"
"leila","Female"
"leilah","Female"
"leyla","Female"
"liba","Female"
"liban","Male"
"limazah","Male"
"lina","Female"
"linah","Female"
"liyana","Female"
"liyaqat","Male"
"luay","Male"
"lubaaba","Female"
"lubab","Female"
"lubabah","Female"
"lubaid","Male"
"luban","Female"
"lubanah","Female"
"lubayd","Male"
"lubena","Female"
"lublubah","Female"
"lubna","Female"
"luja","Female"
"lujain","Female"
"lujaina","Female"
"lujayn","Female"
"lulu","Female"
"luluah","Female"
"lulwa","Female"
"luma","Female"
"luna","Female"
"lunah","Female"
"luqman","Male"
"lut","Male"
"lutf","Male"
"lutfi","Male"
"lutfiyah","Female"
"maab","Female"
"maahnoor","Female"
"maali","Female"
"maassama","Female"
"maaz","Male"
"mabad","Male"
"mad","Male"
"mada","Female"
"madani","Male"
"madaniyah","Female"
"madeeha","Female"
"madhat","Female"
"madhi","Male"
"madhia","Female"
"madia","Female"
"madiha","Female"
"madihah","Female"
"madiyan","Male"
"madlol","Male"
"madyan","Male"
"maha","Female"
"mahabbah","Female"
"mahad","Male"
"mahamad","Male"
"mahamadd","Male"
"mahasin","Female"
"mahaz","Male"
"mahbasah","Female"
"mahbeer","Male"
"mahbub","Male"
"mahbubah","Female"
"mahd","Male"
"mahdi","Male"
"mahdio","Male"
"mahdiya","Female"
"mahdiyah","Female"
"maheen","Female"
"maheera","Female"
"mahek","Female"
"maher","Male"
"mahfuj","Male"
"mahfuz","Male"
"mahfuzah","Female"
"mahibah","Female"
"mahir","Male"
"mahirah","Female"
"mahja","Male"
"mahjabeen","Female"
"mahjub","Male"
"mahmoud","Male"
"mahmud","Male"
"mahneera","Female"
"mahneerah","Female"
"mahnoor","Female"
"mahreen","Female"
"mahrosh","Female"
"mahrukh","Female"
"mahrus","Male"
"mahtob","Female"
"mahum","Female"
"mahveen","Female"
"mahvish","Female"
"mahwish","Female"
"mahwush","Female"
"maida","Female"
"maimoona","Female"
"maimun","Male"
"main","Male"
"maira","Female"
"mais","Female"
"maisa","Female"
"maisah","Female"
"maisarah","Female"
"maisha","Female"
"maitham","Male"
"maizah","Female"
"majd","Male"
"majdaldin","Male"
"majdi","Male"
"majdy","Male"
"majid","Male"
"majida","Female"
"majidah","Female"
"makaarim","Female"
"makarim","Female"
"makhdoom","Male"
"makhtooma","Female"
"makhtoonah","Female"
"makin","Male"
"makki","Male"
"makkiyah","Female"
"maladh","Female"
"malaika","Female"
"malaikah","Female"
"malak","Female"
"malakah","Female"
"malayeka","Female"
"maleehah","Female"
"malih","Male"
"maliha","Female"
"malik","Male"
"malika","Female"
"malikah","Female"
"malmal","Female"
"mamdouh","Male"
"mamduh","Male"
"mamoon","Male"
"mamun","Male"
"man","Male"
"manaal","Female"
"manaar","Female"
"manab","Female"
"manaf","Male"
"manahel","Female"
"manahil","Female"
"manal","Female"
"manar","Female"
"mandhur","Male"
"manfoosah","Female"
"manha","Female"
"manhalah","Female"
"mannaf","Male"
"mansoor","Male"
"mansour","Male"
"mansur","Male"
"mansurah","Female"
"manzar","Male"
"manzoor","Male"
"maqbool","Male"
"maqboolah","Female"
"maqil","Male"
"maraam","Female"
"marah","Female"
"maram","Female"
"mardhiah","Female"
"marghoob","Male"
"marghub","Male"
"marhabah","Female"
"maria","Female"
"mariam","Female"
"marid","Male"
"maridah","Female"
"mariya","Female"
"mariyah","Female"
"marjanah","Female"
"marnia","Female"
"marudeen.","Male"
"maruf","Male"
"marwa","Female"
"marwah","Female"
"marwan","Male"
"maryam","Female"
"maryum","Female"
"marzook","Male"
"marzooka","Female"
"marzooq","Male"
"marzooqa","Female"
"marzouk","Male"
"marzouk","Male"
"marzouka","Female"
"marzouq","Male"
"marzouqa","Female"
"marzuq","Male"
"marzuqah","Female"
"masabeeh","Female"
"masahir","Female"
"masarrah","Female"
"masarrat","Male"
"mashaal","Female"
"mashal","Male"
"mashel","Female"
"mashhood","Male"
"mashhud","Male"
"mashhur","Male"
"mashkoor","Male"
"mashoodah","Female"
"masood","Male"
"masooma","Female"
"masoomah","Female"
"masoud","Male"
"masouda","Female"
"masroor","Male"
"masrur","Male"
"mastura","Female"
"masud","Male"
"masudah","Female"
"masum","Male"
"masumah","Female"
"masun","Male"
"mateen","Male"
"mateenah","Female"
"matloob","Male"
"mawaddah","Female"
"mawahib","Female"
"mawara","Female"
"mawiya","Female"
"mawiyah","Female"
"mawsil","Male"
"may","Female"
"maya","Female"
"mayameen","Female"
"mayeda","Female"
"maymun","Male"
"maymunah","Female"
"mays","Female"
"maysa","Female"
"maysaa","Female"
"maysam","Female"
"maysan","Female"
"maysarah","Unknown"
"maysoon","Female"
"maysun","Female"
"mayyada","Female"
"mayyadah","Female"
"mayyasah","Female"
"mazhar","Male"
"mazin","Male"
"maznah","Female"
"mazneen","Female"
"mazyad","Male"
"medina","Female"
"meem","Female"
"meena","Female"
"mehak","Female"
"mehboob","Male"
"mehek","Female"
"meher","Female"
"meheroon","Female"
"meherunissa","Female"
"mehjabeen","Female"
"mehmuda","Female"
"mehnaz","Female"
"mehndi","Female"
"mehnoor","Female"
"mehr","Female"
"mehreen","Female"
"mehriban","Female"
"mehrish","Female"
"mehrnaz","Female"
"mehrunisa","Female"
"mehtab","Male"
"mehvesh","Female"
"mehvish","Female"
"mehwish","Female"
"mekka","Male"
"memoona","Female"
"menaal","Female"
"mensur","Male"
"mershid","Male"
"mersiha","Female"
"meshal","Male"
"meshari","Male"
"meshary","Male"
"mevish","Female"
"meymona","Female"
"midhaa","Female"
"midhah","Female"
"miftah","Male"
"mihran","Male"
"mihyar","Male"
"mijbil","Male"
"mika","Male"
"mikail","Male"
"mimar","Male"
"mina","Female"
"minaal","Female"
"minal","Female"
"minhaj","Male"
"minnah","Female"
"miqdad","Male"
"mirah","Female"
"miraj","Male"
"mirsab","Male"
"misba","Female"
"misbah","Male"
"misha","Female"
"mishaal","Male"
"mishael","Female"
"mishal","Male"
"mishall","Female"
"mishari","Male"
"mishary","Male"
"mishel","Female"
"miskeen","Male"
"miskeenah","Female"
"mistah","Male"
"miyaz","Male"
"moazzam","Male"
"mobeen","Male"
"mobena","Female"
"moeenuddin","Male"
"moeez","Male"
"moemen","Male"
"mohaddisa","Female"
"mohammad","Male"
"mohammed","Male"
"mohga","Female"
"mohid","Male"
"mohsin","Male"
"mohsina","Female"
"mokbul","Male"
"momina","Female"
"mona","Female"
"monera","Female"
"moosa","Male"
"mostafa","Male"
"motasim","Male"
"motaz","Male"
"mouna","Female"
"mounia","Female"
"mounir","Male"
"mounira","Female"
"mourad","Male"
"mryooma","Female"
"mshari","Male"
"muadh","Male"
"muafa","Male"
"mualla","Male"
"muallim","Male"
"muammar","Male"
"muammer","Male"
"muawiyah","Male"
"muawwiz","Male"
"muayyad","Male"
"muazah","Female"
"muazzaz","Female"
"muballigh","Male"
"mubarak","Male"
"mubarakah","Female"
"mubaraq","Male"
"mubashir","Male"
"mubashirah","Female"
"mubassir","Male"
"mubassirah","Female"
"mubeen","Male"
"mubeenah","Female"
"mubid","Male"
"mubin","Male"
"mudabbir","Male"
"mudar","Male"
"mudasir","Male"
"mudasser","Male"
"muddaththir","Male"
"mueen","Male"
"mueez","Male"
"mufaddal","Male"
"mufakkir","Male"
"mufallah","Male"
"mufeed","Male"
"mufeeda","Female"
"mufiah","Female"
"mufid","Male"
"mufidah","Female"
"muflih","Male"
"mufti","Male"
"mughith","Male"
"muhab","Male"
"muhafiz","Male"
"muhaimin","Male"
"muhair","Male"
"muhajir","Male"
"muhammad","Male"
"muhanna","Male"
"muhannad","Male"
"muhanned","Male"
"muharrem","Male"
"muhayr","Male"
"muhdee","Male"
"muheet","Male"
"muhib","Male"
"muhibb","Male"
"muhibbah","Female"
"muhja","Female"
"muhjah","Female"
"muhriz","Male"
"muhsin","Male"
"muhsinah","Female"
"muhtadi","Male"
"muhtashim","Male"
"muhyialdin","Male"
"muin","Male"
"muinuddeen","Male"
"muiz","Male"
"muizz","Male"
"muizza","Female"
"mujab","Male"
"mujaddid","Male"
"mujahid","Male"
"mujazziz","Male"
"mujeeb","Male"
"mujibur","Male"
"mujtaba","Male"
"mukarram","Male"
"mukhlis","Male"
"mukhlisah","Female"
"mukhtar","Male"
"mukthadir","Male"
"mulayl","Male"
"mulham","Male"
"mulhim","Male"
"mumayyaz","Female"
"mumin","Male"
"mumina","Female"
"muminah","Female"
"mummar","Male"
"mumtaz","Male"
"muna","Female"
"munaf","Male"
"munahid","Male"
"munawar","Female"
"munawwar","Male"
"munazzah","Female"
"mundhir","Male"
"muneeb","Male"
"muneeba","Female"
"muneer","Male"
"muneera","Female"
"muneerah","Female"
"munera","Female"
"munerah","Female"
"muneza","Female"
"munib","Male"
"muniba","Female"
"munif","Male"
"munir","Male"
"munira","Female"
"munirah","Female"
"munis","Male"
"munisa","Female"
"munisah","Female"
"munize","Female"
"munjid","Male"
"munkadir","Male"
"munqad","Male"
"munsif","Male"
"muntaha","Female"
"muntasir","Male"
"muntazir","Male"
"munzir","Male"
"muqadaas","Female"
"muqaddas","Male"
"muqatadir","Male"
"muqbalah","Female"
"muqbil","Male"
"muqtasid","Male"
"murabbi","Male"
"murad","Male"
"murdiyyah","Female"
"murjanah","Female"
"mursal","Male"
"murshid","Male"
"murshidah","Female"
"murtaad","Male"
"murtada","Male"
"murtadaa","Male"
"murtadhy","Male"
"murtadi","Male"
"murtaza","Male"
"muruj","Female"
"musa","Male"
"musab","Male"
"musad","Male"
"musaddiq","Male"
"musaddiqah","Female"
"musaid","Male"
"musaykah","Female"
"museeb","Male"
"musharraf","Male"
"musheer","Male"
"musheera","Female"
"mushfiq","Male"
"mushir","Male"
"mushira","Female"
"mushirah","Female"
"mushtaq","Male"
"muskaan","Female"
"muskan","Female"
"muslih","Male"
"muslim","Male"
"muslimah","Female"
"musn","Female"
"musnah","Female"
"mussah","Female"
"mussaret","Female"
"mussarrat","Male"
"mustaeen","Male"
"mustaeenah","Female"
"mustafa","Male"
"mustafeed","Male"
"mustahsan","Male"
"mustajab","Male"
"mustakim","Male"
"mustaneer","Male"
"mustaqeem","Male"
"mustatab","Male"
"muta","Male"
"mutahharah","Female"
"mutahhir","Male"
"mutashim","Male"
"mutasim","Male"
"mutawalli","Male"
"mutawassit","Male"
"mutayyib","Male"
"mutazah","Female"
"mutazz","Male"
"muthanna","Male"
"muti","Male"
"muttaqi","Male"
"muttee","Male"
"muwaffaq","Male"
"muyassar","Male"
"muzaffar","Male"
"muzakkir","Male"
"muzammil","Male"
"muzaynah","Female"
"muzhir","Male"
"muznah","Female"
"muzzammil","Male"
"myiesha","Female"
"myreen","Female"
"mysha","Female"
"naadir","Male"
"naailah","Female"
"naairah","Female"
"naajidah","Female"
"naazneen","Female"
"naba","Female"
"nabeeha","Female"
"nabeel","Male"
"nabeela","Female"
"nabeelah","Female"
"nabhan","Male"
"nabigh","Male"
"nabighah","Male"
"nabih","Male"
"nabiha","Female"
"nabihah","Female"
"nabijah","Female"
"nabil","Male"
"nabila","Female"
"nabilah","Female"
"nada","Female"
"nadeeda","Female"
"nadeem","Male"
"nadeen","Female"
"nader","Male"
"nadesh","Female"
"nadhir","Male"
"nadia","Female"
"nadidah","Female"
"nadim","Male"
"nadimah","Female"
"nadir","Male"
"nadira","Female"
"nadirah","Female"
"nadiyah","Female"
"nadr","Male"
"nadra","Female"
"nadwa","Female"
"nadwah","Female"
"nadyne","Female"
"naeem","Male"
"naeema","Female"
"naeemah","Female"
"nafasat","Male"
"nafees","Male"
"nafeesa","Female"
"nafeesah","Female"
"nafesa","Female"
"nafi","Male"
"nafiah","Female"
"nafis","Male"
"nafisah","Female"
"naflah","Female"
"nageen","Female"
"nageenah","Female"
"nagheen","Female"
"nagina","Female"
"nahal","Female"
"naheed","Female"
"naheeda","Female"
"nahid","Male"
"nahida","Female"
"nahidah","Female"
"nahla","Female"
"nahlah","Female"
"nahleejah","Female"
"naib","Male"
"naif","Male"
"naifah","Female"
"nail","Male"
"naila","Female"
"nailah","Female"
"naim","Male"
"naima","Female"
"naimah","Female"
"nain","Female"
"naina","Female"
"najaah","Female"
"najaf","Female"
"najah","Female"
"najair","Male"
"najam","Male"
"najat","Female"
"najdah","Female"
"najeeb","Male"
"najeeba","Female"
"najeed","Male"
"naji","Male"
"najib","Male"
"najibah","Female"
"najid","Male"
"najidah","Female"
"najih","Male"
"najihah","Female"
"najiyah","Female"
"najjar","Male"
"najla","Female"
"najm","Male"
"najma","Female"
"najmah","Female"
"najmaldin","Male"
"najmiyyah","Female"
"najwa","Female"
"najya","Female"
"nakhat","Female"
"nakia","Female"
"naman","Male"
"namar","Female"
"nameer","Male"
"namik","Male"
"namir","Male"
"namra","Female"
"namyla","Female"
"naqeeb","Male"
"naqeebah","Female"
"naqi","Male"
"naqid","Male"
"naqqaash","Male"
"naraiman","Female"
"nargis","Female"
"narjis","Female"
"narmin","Female"
"naseef","Male"
"naseeka","Female"
"naseem","Male"
"naseemah","Female"
"naseer","Male"
"naseerah","Female"
"naser","Male"
"naser","Male"
"nasha","Female"
"nashah","Male"
"nashat","Male"
"nasheed","Female"
"nasheelah","Female"
"nashema","Female"
"nashida","Female"
"nashirah","Female"
"nashit","Male"
"nashita","Female"
"nashitah","Female"
"nashmi","Male"
"nashmia","Female"
"nashwa","Female"
"nashwan","Male"
"nasib","Male"
"nasif","Male"
"nasifah","Female"
"nasih","Male"
"nasiha","Female"
"nasihah","Female"
"nasim","Male"
"nasimah","Female"
"nasir","Male"
"nasira","Female"
"nasirah","Female"
"nasiraldin","Male"
"nasmah","Female"
"nasmi","Male"
"nasr","Male"
"nasra","Female"
"nasreen","Female"
"nasri","Male"
"nasrin","Female"
"nasrullah","Female"
"nasser","Male"
"nassir","Male"
"nasuh","Male"
"natara","Female"
"natasha","Female"
"nathifa","Female"
"natiq","Male"
"naureen","Female"
"naurus","Female"
"naushaba","Female"
"naushad","Male"
"nausheen","Female"
"naushin","Female"
"naveda","Female"
"naveed","Male"
"naveen","Female"
"navid","Male"
"navil","Female"
"nawaf","Male"
"nawal","Female"
"nawar","Female"
"nawaz","Male"
"naweed","Female"
"nawel","Female"
"nawfal","Male"
"nawlah","Female"
"nawrah","Female"
"nawwaf","Male"
"nawwal","Female"
"nawwar","Female"
"nayab","Male"
"nayif","Male"
"nayila","Female"
"nayyab","Female"
"nayyirah","Female"
"nazaaha","Female"
"nazahah","Female"
"nazakat","Male"
"nazanin","Female"
"nazar","Male"
"nazeef","Male"
"nazeefah","Female"
"nazeeh","Male"
"nazeeha","Female"
"nazeem","Male"
"nazeer","Male"
"nazeera","Female"
"nazeerah","Female"
"nazia","Female"
"nazih","Male"
"nazihah","Female"
"nazim","Male"
"nazimah","Female"
"nazindah","Female"
"nazir","Male"
"nazirah","Female"
"nazish","Female"
"nazli","Female"
"nazma","Female"
"nazmi","Male"
"nazmin","Female"
"nazneen","Female"
"nazraana","Female"
"nazuk","Female"
"neelam","Female"
"neelofer","Female"
"neeshad","Female"
"neeya","Female"
"neha","Female"
"nehan","Male"
"nejat","Female"
"nelam","Female"
"nelofar","Female"
"nesrin","Female"
"nevaeh","Female"
"nibaal","Female"
"nibal","Female"
"nibras","Unknown"
"nida","Female"
"nidaa","Female"
"nidal","Male"
"nidda","Female"
"nigar","Female"
"nighat","Female"
"nihad","Female"
"nihal","Unknown"
"nija","Female"
"nijad","Male"
"nijah","Female"
"nilofar","Female"
"nilofer","Female"
"nimaat","Female"
"nimah","Female"
"nimat","Female"
"nimerah","Female"
"nimr","Male"
"nimra","Female"
"nimrah","Female"
"nina","Female"
"nisa","Female"
"nisha","Female"
"nishaaj","Male"
"nishat","Female"
"nisreen","Female"
"nisrin","Female"
"nissa","Female"
"nithar","Male"
"niyaf","Female"
"niyaz","Male"
"nizam","Male"
"nizar","Male"
"nizzar","Male"
"nojood","Female"
"noman","Male"
"nooh","Male"
"noor","Female"
"noorah","Female"
"nooralhaya","Female"
"noorali","Male"
